lemma	status	detail
desairar	unresolved	sin equivalente ES seguro
desalagar	unresolved	sin equivalente ES seguro
desalbardar	unresolved	sin equivalente ES seguro
desalentar	unresolved	sin equivalente ES seguro
desalgar	unresolved	sin equivalente ES seguro
desaliñar	unresolved	sin equivalente ES seguro
desalistar	unresolved	sin equivalente ES seguro
desaloxar	already_paired	ya estaba en el corpus
desalporizar	unresolved	sin equivalente ES seguro
desalugar	unresolved	sin equivalente ES seguro
desamalgamar	unresolved	sin equivalente ES seguro
desamalloar	unresolved	sin equivalente ES seguro
desamañar	unresolved	sin equivalente ES seguro
desamantar	unresolved	sin equivalente ES seguro
desamar	unresolved	sin equivalente ES seguro
desamarrar	already_paired	ya estaba en el corpus
desamarrotar	unresolved	sin equivalente ES seguro
desamatar	unresolved	sin equivalente ES seguro
desamecer	unresolved	sin equivalente ES seguro
desamigar	unresolved	sin equivalente ES seguro
desamontoar	unresolved	sin equivalente ES seguro
desamorear	unresolved	sin equivalente ES seguro
desamorriñar	unresolved	sin equivalente ES seguro
desamortizar	unresolved	sin equivalente ES seguro
desamoscar	unresolved	sin equivalente ES seguro
desamoucar	unresolved	sin equivalente ES seguro
desamparar	unresolved	sin equivalente ES seguro
desamuar	unresolved	sin equivalente ES seguro
desañar	unresolved	sin equivalente ES seguro
desandar	unresolved	sin equivalente ES seguro
desangrar	unresolved	sin equivalente ES seguro
desanimar	unresolved	sin equivalente ES seguro
desaniñar	unresolved	sin equivalente ES seguro
desanoar	already_paired	ya estaba en el corpus
desanobelar	unresolved	sin equivalente ES seguro
desanoxar	unresolved	sin equivalente ES seguro
desanubrar	unresolved	sin equivalente ES seguro
desapaixonar	unresolved	sin equivalente ES seguro
desapaleirar	unresolved	sin equivalente ES seguro
desaparafusar	unresolved	sin equivalente ES seguro
desaparcar	unresolved	sin equivalente ES seguro
desaparear	unresolved	sin equivalente ES seguro
desaparecer	already_paired	ya estaba en el corpus
desaparellar	unresolved	sin equivalente ES seguro
desapeallar	unresolved	sin equivalente ES seguro
desapear	unresolved	sin equivalente ES seguro
desapedir	unresolved	sin equivalente ES seguro
desapegar	unresolved	sin equivalente ES seguro
desapertar	unresolved	sin equivalente ES seguro
desapiadar	unresolved	sin equivalente ES seguro
desapoderar	unresolved	sin equivalente ES seguro
desapoleirar	unresolved	sin equivalente ES seguro
desapoñer	unresolved	sin equivalente ES seguro
desapor	unresolved	sin equivalente ES seguro
desaportuguesar	unresolved	sin equivalente ES seguro
desaprobar	unresolved	sin equivalente ES seguro
desapromar	unresolved	sin equivalente ES seguro
desaproveitar	already_paired	ya estaba en el corpus
desapuntalar	unresolved	sin equivalente ES seguro
desapuntar	unresolved	sin equivalente ES seguro
desaquelar	unresolved	sin equivalente ES seguro
desaqueloutrar	unresolved	sin equivalente ES seguro
desaquendar	unresolved	sin equivalente ES seguro
desarborar	unresolved	sin equivalente ES seguro
desarborizar	unresolved	sin equivalente ES seguro
desarmar	already_paired	ya estaba en el corpus
desarquivar	unresolved	sin equivalente ES seguro
desarraigar	unresolved	sin equivalente ES seguro
desarranxar	unresolved	sin equivalente ES seguro
desarrear	unresolved	sin equivalente ES seguro
desarrefecer	unresolved	sin equivalente ES seguro
desarregazar	unresolved	sin equivalente ES seguro
desarrendar	unresolved	sin equivalente ES seguro
desarrimar	unresolved	sin equivalente ES seguro
desarringleirar	unresolved	sin equivalente ES seguro
desarroupar	unresolved	sin equivalente ES seguro
desartellar	unresolved	sin equivalente ES seguro
desarticular	already_paired	ya estaba en el corpus
desasañar	unresolved	sin equivalente ES seguro
desasemellar	unresolved	sin equivalente ES seguro
desasimilar	unresolved	sin equivalente ES seguro
desasistir	unresolved	sin equivalente ES seguro
desasnar	unresolved	sin equivalente ES seguro
desasociar	unresolved	sin equivalente ES seguro
desasosegar	unresolved	sin equivalente ES seguro
desatacar	unresolved	sin equivalente ES seguro
desatafegar	unresolved	sin equivalente ES seguro
desatalar	unresolved	sin equivalente ES seguro
desatar	already_paired	ya estaba en el corpus
desatascar	already_paired	ya estaba en el corpus
desataviar	unresolved	sin equivalente ES seguro
desatender	already_paired	ya estaba en el corpus
desatoar	unresolved	sin equivalente ES seguro
desatollar	unresolved	sin equivalente ES seguro
desatrabancar	unresolved	sin equivalente ES seguro
desatracar	unresolved	sin equivalente ES seguro
desatrancar	unresolved	sin equivalente ES seguro
desatrincheirar	unresolved	sin equivalente ES seguro
desatrollar	unresolved	sin equivalente ES seguro
desatuír	unresolved	sin equivalente ES seguro
desaugar	unresolved	sin equivalente ES seguro
desautorizar	already_paired	ya estaba en el corpus
desaveciñar	unresolved	sin equivalente ES seguro
desavezar	unresolved	sin equivalente ES seguro
desavir	unresolved	sin equivalente ES seguro
desavistar	unresolved	sin equivalente ES seguro
desaxugar	unresolved	sin equivalente ES seguro
desaxustar	unresolved	sin equivalente ES seguro
desbaldir	unresolved	sin equivalente ES seguro
desbancar	already_paired	ya estaba en el corpus
desbandar	unresolved	sin equivalente ES seguro
desbaratar	already_paired	ya estaba en el corpus
desbarbar	unresolved	sin equivalente ES seguro
desbarrar	unresolved	sin equivalente ES seguro
desbastar	already_paired	ya estaba en el corpus
desbloquear	already_paired	ya estaba en el corpus
desbocar	unresolved	sin equivalente ES seguro
desbordar	already_paired	ya estaba en el corpus
desbotar	already_paired	ya estaba en el corpus
desbravar	unresolved	sin equivalente ES seguro
desbridar	unresolved	sin equivalente ES seguro
desbullar	unresolved	sin equivalente ES seguro
descabalgar	already_paired	ya estaba en el corpus
descabezar	unresolved	sin equivalente ES seguro
descabrear	unresolved	sin equivalente ES seguro
descalcificar	unresolved	sin equivalente ES seguro
descalear	unresolved	sin equivalente ES seguro
descalificar	unresolved	sin equivalente ES seguro
descallar	unresolved	sin equivalente ES seguro
descalzar	unresolved	sin equivalente ES seguro
descambiar	unresolved	sin equivalente ES seguro
descamiñar	unresolved	sin equivalente ES seguro
descamisar	already_paired	ya estaba en el corpus
descangar	unresolved	sin equivalente ES seguro
descañotar	unresolved	sin equivalente ES seguro
descansar	already_paired	ya estaba en el corpus
descantar	unresolved	sin equivalente ES seguro
descantear	unresolved	sin equivalente ES seguro
descapitalizar	unresolved	sin equivalente ES seguro
descapuchar	unresolved	sin equivalente ES seguro
descarar	unresolved	sin equivalente ES seguro
descarbonatar	unresolved	sin equivalente ES seguro
descarbonizar	unresolved	sin equivalente ES seguro
descargar	already_paired	ya estaba en el corpus
descarnar	unresolved	sin equivalente ES seguro
descarozar	unresolved	sin equivalente ES seguro
descarreirar	unresolved	sin equivalente ES seguro
descarrilar	already_paired	ya estaba en el corpus
descartar	already_paired	ya estaba en el corpus
descasar	unresolved	sin equivalente ES seguro
descascar	unresolved	sin equivalente ES seguro
descastar	unresolved	sin equivalente ES seguro
descastelanizar	unresolved	sin equivalente ES seguro
descavillar	unresolved	sin equivalente ES seguro
descender	already_paired	ya estaba en el corpus
descentralizar	already_paired	ya estaba en el corpus
descentrar	unresolved	sin equivalente ES seguro
descerebrar	unresolved	sin equivalente ES seguro
deschistar	unresolved	sin equivalente ES seguro
deschocar	unresolved	sin equivalente ES seguro
deschoer	unresolved	sin equivalente ES seguro
descifrar	already_paired	ya estaba en el corpus
descinchar	unresolved	sin equivalente ES seguro
descinguir	unresolved	sin equivalente ES seguro
desclasificar	unresolved	sin equivalente ES seguro
descoagular	unresolved	sin equivalente ES seguro
descocar	unresolved	sin equivalente ES seguro
descodificar	unresolved	sin equivalente ES seguro
descoidar	already_paired	ya estaba en el corpus
descolar	unresolved	sin equivalente ES seguro
descolgar	already_paired	ya estaba en el corpus
descolmar	unresolved	sin equivalente ES seguro
descolocar	unresolved	sin equivalente ES seguro
descolonizar	unresolved	sin equivalente ES seguro
descolorar	unresolved	sin equivalente ES seguro
descolorir	unresolved	sin equivalente ES seguro
descomedir	unresolved	sin equivalente ES seguro
descompasar	unresolved	sin equivalente ES seguro
descompensar	unresolved	sin equivalente ES seguro
descompoñer	already_paired	ya estaba en el corpus
descompor	already_paired	ya estaba en el corpus
descompracer	unresolved	sin equivalente ES seguro
descomprimir	unresolved	sin equivalente ES seguro
desconcentrar	unresolved	sin equivalente ES seguro
desconcertar	already_paired	ya estaba en el corpus
desconchegar	unresolved	sin equivalente ES seguro
desconcordar	unresolved	sin equivalente ES seguro
descoñecer	already_paired	ya estaba en el corpus
desconectar	already_paired	ya estaba en el corpus
desconfiar	already_paired	ya estaba en el corpus
desconfortar	unresolved	sin equivalente ES seguro
desconsiderar	unresolved	sin equivalente ES seguro
desconsolar	unresolved	sin equivalente ES seguro
descontar	already_paired	ya estaba en el corpus
descontentar	unresolved	sin equivalente ES seguro
descontextualizar	unresolved	sin equivalente ES seguro
descontraer	unresolved	sin equivalente ES seguro
descontrolar	unresolved	sin equivalente ES seguro
desconvidar	unresolved	sin equivalente ES seguro
desconvir	unresolved	sin equivalente ES seguro
desconvocar	already_paired	ya estaba en el corpus
desconxelar	unresolved	sin equivalente ES seguro
desconxestionar	already_paired	ya estaba en el corpus
desconxuntar	unresolved	sin equivalente ES seguro
desconxurar	unresolved	sin equivalente ES seguro
descorar	unresolved	sin equivalente ES seguro
descordar	unresolved	sin equivalente ES seguro
descornar	unresolved	sin equivalente ES seguro
descoroar	unresolved	sin equivalente ES seguro
descorrer	already_paired	ya estaba en el corpus
descortizar	already_paired	ya estaba en el corpus
descoscar	unresolved	sin equivalente ES seguro
descoser	unresolved	sin equivalente ES seguro
descoutar	unresolved	sin equivalente ES seguro
descravar	unresolved	sin equivalente ES seguro
descrenchar	unresolved	sin equivalente ES seguro
descrer	unresolved	sin equivalente ES seguro
describir	already_paired	ya estaba en el corpus
descristianizar	unresolved	sin equivalente ES seguro
descrocar	unresolved	sin equivalente ES seguro
descrouchar	unresolved	sin equivalente ES seguro
descualificar	already_paired	ya estaba en el corpus
descubillar	unresolved	sin equivalente ES seguro
descubrir	already_paired	ya estaba en el corpus
desculpar	already_paired	ya estaba en el corpus
desdeixar	unresolved	sin equivalente ES seguro
desdeñar	already_paired	ya estaba en el corpus
desdentar	unresolved	sin equivalente ES seguro
desdicir	unresolved	sin equivalente ES seguro
desdobrar	already_paired	ya estaba en el corpus
desdourar	unresolved	sin equivalente ES seguro
desecar	unresolved	sin equivalente ES seguro
deseixar	unresolved	sin equivalente ES seguro
deselar	unresolved	sin equivalente ES seguro
desembalar	unresolved	sin equivalente ES seguro
desembaltrar	unresolved	sin equivalente ES seguro
desembarazar	unresolved	sin equivalente ES seguro
desembarcar	already_paired	ya estaba en el corpus
desembargar	unresolved	sin equivalente ES seguro
desembarrancar	unresolved	sin equivalente ES seguro
desembarrar	unresolved	sin equivalente ES seguro
desembarrilar	unresolved	sin equivalente ES seguro
desembarullar	unresolved	sin equivalente ES seguro
desembaular	unresolved	sin equivalente ES seguro
desembazar	unresolved	sin equivalente ES seguro
desembebedar	unresolved	sin equivalente ES seguro
desembeleñar	unresolved	sin equivalente ES seguro
desembocar	already_paired	ya estaba en el corpus
desembolsar	already_paired	ya estaba en el corpus
desemborrachar	unresolved	sin equivalente ES seguro
desemboscar	unresolved	sin equivalente ES seguro
desemboutar	unresolved	sin equivalente ES seguro
desembravecer	unresolved	sin equivalente ES seguro
desembriagar	unresolved	sin equivalente ES seguro
desembrullar	unresolved	sin equivalente ES seguro
desembrutecer	unresolved	sin equivalente ES seguro
desembruxar	unresolved	sin equivalente ES seguro
desembuchar	unresolved	sin equivalente ES seguro
desemburrar	unresolved	sin equivalente ES seguro
desempacar	unresolved	sin equivalente ES seguro
desempachar	unresolved	sin equivalente ES seguro
desempadroar	unresolved	sin equivalente ES seguro
desempaleirar	unresolved	sin equivalente ES seguro
desempallar	unresolved	sin equivalente ES seguro
desempalleirar	unresolved	sin equivalente ES seguro
desempalmar	unresolved	sin equivalente ES seguro
desempapelar	unresolved	sin equivalente ES seguro
desempaquetar	unresolved	sin equivalente ES seguro
desemparedar	unresolved	sin equivalente ES seguro
desemparellar	already_paired	ya estaba en el corpus
desemparzar	unresolved	sin equivalente ES seguro
desempastar	unresolved	sin equivalente ES seguro
desempatar	unresolved	sin equivalente ES seguro
desempecer	unresolved	sin equivalente ES seguro
desempedernir	unresolved	sin equivalente ES seguro
desempedrar	unresolved	sin equivalente ES seguro
desempenar	unresolved	sin equivalente ES seguro
desempeñar	already_paired	ya estaba en el corpus
desemperrar	unresolved	sin equivalente ES seguro
desempezoñar	unresolved	sin equivalente ES seguro
desemplastar	unresolved	sin equivalente ES seguro
desempoar	already_paired	ya estaba en el corpus
desempolicar	unresolved	sin equivalente ES seguro
desempozar	unresolved	sin equivalente ES seguro
desempregar	already_paired	ya estaba en el corpus
desempuñar	unresolved	sin equivalente ES seguro
deseñar	already_paired	ya estaba en el corpus
desencabalgar	unresolved	sin equivalente ES seguro
desencabuxar	unresolved	sin equivalente ES seguro
desencadear	already_paired	ya estaba en el corpus
desencaixar	already_paired	ya estaba en el corpus
